y;y0;y1;d;quality
35754;20496;35754;1;7.7
26489;26489;31079;0;5.4
24454;24454;34476;0;5.4
39859;24601;39859;1;8.5
31994;23085;31994;1;6.5
13662;13662;29972;0;0.5
22458;22458;34118;0;0.5
35233;23550;35233;1;9.8
13255;13255;38115;0;2.6
17129;17129;24814;0;0.4
34258;23283;34258;1;4.6
29369;29369;32683;0;3.4
20946;20946;26041;0;2.5
36330;26358;36330;1;5.5
32650;19628;32650;1;5.6
34531;21319;34531;1;5.1
16243;16243;33700;0;3
18843;18843;27862;0;0.4
38019;22026;38019;1;9.2
17007;17007;30825;0;1
27624;22030;27624;1;7
17632;17632;35758;0;3.9
30163;30163;29270;0;3.6
32804;18518;32804;1;6.5
28559;23941;28559;1;6.6
21944;21944;34678;0;3.2
25222;25222;28735;0;3.4
39323;23121;39323;1;8.7
35761;30073;35761;1;8.6
36685;26409;36685;1;7.6
36943;24769;36943;1;8.5
25173;25173;30269;0;0.5
30593;29123;30593;1;3.6
24031;24031;24157;0;1.9
22403;22403;30218;0;4
32384;25930;32384;1;7.1
32352;22969;32352;1;10
30034;21929;30034;1;5.7
18344;18344;26673;0;5.3
36256;16526;36256;1;5.7
20159;20159;28883;0;1.6
38546;34106;38546;1;4.6
36592;30133;36592;1;6.3
43034;31598;43034;1;9.3
30349;20532;30349;1;5.2
23088;23088;25607;0;3.2
22387;22387;22069;0;0.1
32605;25362;32605;1;9.7
32891;23387;32891;1;6.3
34747;31674;34747;1;6.7
33565;24096;33565;1;8.7
26380;23554;26380;1;6.1
20731;20731;27163;0;3.5
28394;28394;33205;0;1.3
36984;16473;36984;1;9
14456;14456;20954;0;3.7
35135;21168;35135;1;5.5
38401;24366;38401;1;9.9
39954;24402;39954;1;8.6
21293;21293;31884;0;3.2
35009;34982;35009;1;4.9
25696;25696;25340;0;4.2
27146;27146;38175;0;5.4
24465;24465;32770;0;0.8
20538;20538;32089;0;3
19669;19669;35633;0;2.7
31113;24137;31113;1;8.2
25951;25951;31590;0;0.9
24809;24809;30655;0;3.5
36744;18601;36744;1;8.5
33547;34317;33547;1;9.8
37847;24949;37847;1;9
21365;21365;33366;0;3.3
29286;21330;29286;1;6.1
22908;22908;29657;0;2.6
26099;26099;33729;0;5.2
21254;21254;24451;0;2.2
23775;23775;29109;0;1
34827;28565;34827;1;5.4
37140;34507;37140;1;9.7
31203;18901;31203;1;8.1
24986;24986;25850;0;4.3
34444;28085;34444;1;9.2
14562;14562;36042;0;2.4
37132;24376;37132;1;7.6
30449;22931;30449;1;7.1
22811;22811;31328;0;0.1
42268;28225;42268;1;9.7
32644;22384;32644;1;7.6
37742;33011;37742;1;6
41506;24107;41506;1;9.4
23136;23136;35097;0;1.6
30889;21860;30889;1;6.2
7631;7631;29060;0;3.9
23798;23798;26313;0;0
32163;21785;32163;1;9.8
35898;28601;35898;1;6.7
17683;17683;22304;0;0.3
28579;28579;28365;0;2.7
26536;21711;26536;1;5.9
15354;15354;34511;0;4.9
45924;30454;45924;1;8.9
26402;26402;24211;0;1.8
39335;24200;39335;1;6.9
25840;25840;29581;0;3
26462;26462;37893;0;4.8
32237;35292;32237;1;5.6
30500;21102;30500;1;7
20845;20845;30214;0;0.9
29803;20891;29803;1;8.6
29882;19862;29882;1;5.6
33799;22087;33799;1;4.5
26506;26506;32746;0;2.9
14209;14209;33533;0;5.5
37675;26965;37675;1;6.6
37410;24136;37410;1;9.9
21565;21565;31607;0;1.1
42148;26505;42148;1;9.6
33987;23484;33987;1;8.7
21359;21359;34042;0;4
26217;26217;30368;0;5.2
39160;27466;39160;1;8.6
15410;15410;30373;0;0
21078;21078;28893;0;1.8
24401;24401;30271;0;1.7
32431;18318;32431;1;5.8
28933;31702;28933;1;4.2
37563;24814;37563;1;6.3
31947;19461;31947;1;6.4
31356;25761;31356;1;8.7
33418;30905;33418;1;7.2
29856;31896;29856;1;9.2
36381;21946;36381;1;9.4
32593;26727;32593;1;6.5
27902;27902;28461;0;2.7
35551;22137;35551;1;9.6
36331;25822;36331;1;8.1
33635;27597;33635;1;6.4
18118;18118;27655;0;0.7
33965;28412;33965;1;7.9
19439;19439;35100;0;3.4
28189;28189;30246;0;6.5
19092;19092;29620;0;2.6
34014;18989;34014;1;8.8
30469;18896;30469;1;5.9
42671;22052;42671;1;10
10002;10002;31114;0;1
38521;27530;38521;1;8.4
33269;19234;33269;1;9.8
24451;24451;23183;0;2.6
33392;25956;33392;1;8.4
20670;20670;38176;0;1.5
14731;14731;28923;0;3.8
34884;20459;34884;1;6.8
21717;21717;29628;0;0.9
31419;21513;31419;1;3.5
17479;17479;31082;0;1.8
24864;24864;34619;0;0.6
19796;19796;18518;0;4.6
16861;16861;34445;0;3.6
20088;20088;32485;0;0.1
36841;28791;36841;1;7.7
26237;26237;34715;0;2.8
16890;16890;26963;0;5.4
41505;26266;41505;1;8.7
34882;18950;34882;1;8
37297;21514;37297;1;8.8
26377;26377;27849;0;5.5
24930;24930;25839;0;4.1
25253;25253;25640;0;3
21113;21113;31233;0;6.1
32547;29068;32547;1;8.7
23781;23781;34544;0;1.8
18834;18834;28587;0;0.3
20761;20761;26189;0;2.3
36185;26571;36185;1;9.8
24831;24831;26640;0;3.3
20668;20668;29460;0;2.4
34174;23282;34174;1;7.7
35383;26529;35383;1;3.8
31658;25260;31658;1;7.4
30524;20884;30524;1;7.2
14674;14674;22484;0;3.3
17503;17503;32540;0;0
36691;21510;36691;1;8.6
24602;24602;34288;0;2.5
23626;23626;25598;0;0
20150;20150;31036;0;3.8
20218;20218;25363;0;3.7
24954;24954;31664;0;0.2
32591;24562;32591;1;9.1
32383;24995;32383;1;6.3
27898;22968;27898;1;9.4
17815;17815;30231;0;2.1
33341;22807;33341;1;8.1
36780;26518;36780;1;5.8
36682;24130;36682;1;5.6
23747;23747;37488;0;2.5
24636;24636;27307;0;5.8
29548;19273;29548;1;8.2
22850;22850;28896;0;3.1
35549;22987;35549;1;6.2
20330;20330;28355;0;1.2
42509;19000;42509;1;6.1
20923;20923;26831;0;2.7
21007;21007;26782;0;2
22124;22124;29014;0;4.4
36855;28352;36855;1;7
18485;18485;28543;0;0.8
22425;22425;23940;0;1.8
33486;17535;33486;1;4
32528;19311;32528;1;7.7
32547;31041;32547;1;9.8
18370;18370;32645;0;2.2
22192;22192;31242;0;1.5
23267;23267;30632;0;3.5
16283;16283;29379;0;1
27934;28022;27934;1;6.4
20996;20996;35930;0;2.7
18560;18560;30943;0;2.8
38377;21295;38377;1;8.5
37290;21730;37290;1;8.4
13656;13656;29341;0;2
15916;15916;31871;0;0.8
28626;22755;28626;1;9.3
23947;23947;21991;0;2.2
19007;19007;24295;0;1
30146;24032;30146;1;6.2
21552;21552;26950;0;3.8
26609;26481;26609;1;6.1
26493;26493;24093;0;2.7
39569;20100;39569;1;7
17523;17523;25735;0;2.9
25922;25922;35667;0;4.8
15870;15870;34808;0;2.9
19158;19158;33246;0;3.1
23163;23163;30353;0;0
31115;24028;31115;1;6.7
17171;17171;30564;0;0.9
23435;23435;30063;0;3.7
28888;22776;28888;1;7.5
27703;25487;27703;1;7.5
42252;30273;42252;1;9.5
13500;13500;28716;0;0.1
20602;20602;34173;0;1.6
22969;22969;32772;0;3
22279;22279;29908;0;3.3
15888;15888;26825;0;0.2
19419;19419;34214;0;0.5
20763;20763;34245;0;2.5
23809;23809;39164;0;2.6
27879;25599;27879;1;4.6
30956;29259;30956;1;6.4
25079;25079;29849;0;3.8
27202;27202;36721;0;2.2
27442;27442;27277;0;3.8
35129;24239;35129;1;6
18638;18638;30627;0;3.1
24941;24941;26347;0;4.5
20112;20112;27412;0;3.2
23959;23959;28561;0;0.5
36589;23695;36589;1;7.6
21440;21440;26179;0;1.6
38704;20379;38704;1;7.3
16570;16570;28179;0;0.4
28069;28069;31113;0;2.3
15280;15280;26365;0;1.3
31695;26679;31695;1;9.3
32782;20800;32782;1;9.4
32234;25676;32234;1;8.3
14353;14353;25655;0;2.2
34403;33101;34403;1;9.5
20779;20779;25783;0;2.6
27773;30339;27773;1;6.9
28840;28840;29608;0;1.7
41280;18276;41280;1;7.3
38645;24388;38645;1;7.7
25818;25818;22710;0;3.7
40695;26725;40695;1;7.5
30923;25724;30923;1;5.6
31152;25188;31152;1;9
36036;27449;36036;1;9.3
36186;22766;36186;1;8.4
28381;29697;28381;1;6.8
22600;22600;38867;0;3.2
30805;21912;30805;1;6.3
35191;21894;35191;1;7.2
31625;26163;31625;1;6.8
35109;29670;35109;1;6.6
19179;19179;35375;0;3.7
36194;27388;36194;1;9.4
27429;27429;26949;0;1.3
35502;20255;35502;1;5.9
30351;18175;30351;1;4.5
27597;22344;27597;1;6.2
25973;25973;34450;0;2.2
30559;30559;28091;0;2.9
27856;27856;30517;0;2.5
18578;18578;31503;0;5.5
15649;15649;28535;0;0.2
39205;19218;39205;1;8.3
33779;32161;33779;1;9.6
35033;15723;35033;1;9.3
31643;22807;31643;1;9.3
35832;31283;35832;1;7.8
39882;19595;39882;1;3.4
34133;22185;34133;1;7
24576;24576;26526;0;1
35078;29052;35078;1;7.1
40762;20614;40762;1;8.9
39748;27957;39748;1;5.6
18912;18912;29330;0;4.3
41483;26045;41483;1;3.4
22627;22627;35847;0;4.1
30821;18083;30821;1;5.3
41405;23299;41405;1;7.3
19913;19913;31549;0;1.1
31744;23491;31744;1;9.2
29573;29573;24104;0;3.5
17029;17029;32122;0;1.9
35676;24126;35676;1;7.4
39977;31396;39977;1;5
26906;28797;26906;1;7.3
27597;27597;26731;0;4.5
22389;22389;32358;0;3.3
18795;18795;33260;0;0.3
34656;21154;34656;1;5.6
28555;28555;28631;0;3.8
22603;22603;31830;0;3
23767;23767;23396;0;1
20351;20351;33791;0;1.3
31568;25460;31568;1;6.5
22330;22330;24130;0;3.3
23092;23092;33183;0;3.2
17552;17552;29707;0;0.2
29138;29138;29518;0;4.6
20686;20686;27506;0;2.3
29563;26343;29563;1;9.8
21403;21403;31334;0;4
29534;23810;29534;1;5.5
21210;21210;21688;0;2.7
17426;17426;28883;0;2.8
37582;22648;37582;1;5.4
27375;27375;34912;0;5.2
20863;20863;26579;0;2.1
27320;27320;27121;0;3.6
33311;29900;33311;1;9.1
37012;28164;37012;1;8
26201;14899;26201;1;5.1
33346;22153;33346;1;4.7
30381;30381;33668;0;2.1
18667;18667;27995;0;5.5
15098;15098;30394;0;1.9
25025;25025;30363;0;6.4
24973;24973;29175;0;1.1
32124;23194;32124;1;9.1
13781;13781;32943;0;1.5
23959;23959;27846;0;4.5
37605;20147;37605;1;8
36006;25694;36006;1;8.4
18293;18293;28366;0;2
18298;18298;21278;0;2.4
19780;19780;27321;0;0.2
29339;29352;29339;1;9.1
29591;32606;29591;1;7.8
20740;20740;29410;0;2.3
35974;31592;35974;1;7.3
26773;26773;32617;0;1.8
31449;28048;31449;1;8.8
35139;26255;35139;1;9.6
18307;18307;30032;0;3.6
37398;26411;37398;1;8.6
31651;24587;31651;1;7.6
22170;22170;31628;0;1.6
39161;25209;39161;1;5.3
20729;20729;33123;0;6.2
16527;16527;31098;0;0.1
20392;20392;33289;0;3.3
29332;20888;29332;1;8.5
20905;20905;30006;0;2.2
18868;18868;23098;0;1.8
38551;28750;38551;1;9
32585;26699;32585;1;9.9
34711;24483;34711;1;6.6
37134;24729;37134;1;9
41057;32732;41057;1;7.7
28165;27180;28165;1;9
18928;18928;33108;0;1.9
40296;23050;40296;1;9.8
36042;28271;36042;1;9
31573;24853;31573;1;5.8
31624;24828;31624;1;8.8
22267;22267;36484;0;3.3
31932;32885;31932;1;8.8
10728;10728;34091;0;0.5
19884;19884;44011;0;0.9
35679;32513;35679;1;7.2
24131;24131;32615;0;3
27491;27491;32521;0;2.4
27809;25174;27809;1;5.5
41410;20997;41410;1;9.1
14834;14834;31532;0;1.8
33112;21055;33112;1;5.2
24877;18669;24877;1;4.8
20688;20688;33372;0;4
34346;26372;34346;1;9.2
37722;26292;37722;1;8.4
20092;20092;31869;0;3.3
24237;24237;33797;0;2.6
23251;23251;27042;0;1.4
42302;25051;42302;1;10
30229;26364;30229;1;6.4
18690;18690;29468;0;3.8
20446;20446;24495;0;4.3
34319;21758;34319;1;5.4
25320;25320;25595;0;5
23458;23458;37075;0;2.5
38593;19348;38593;1;8.8
33219;24158;33219;1;6.2
30265;24005;30265;1;5.4
34863;28641;34863;1;8.2
33954;32825;33954;1;5.4
17533;17533;29796;0;0.7
32218;27691;32218;1;6.5
41061;18281;41061;1;4.9
24096;24096;24938;0;1.5
33577;28525;33577;1;7.3
34327;31667;34327;1;6.5
22843;22843;26211;0;1.5
33133;31512;33133;1;6.5
31534;27677;31534;1;8.7
27645;28183;27645;1;7.9
29497;20721;29497;1;4
22363;22363;23156;0;0.8
37160;22923;37160;1;8.5
39497;35327;39497;1;9.7
30002;22447;30002;1;6.9
24719;24719;24995;0;0.4
22189;22189;32629;0;0.9
39365;15785;39365;1;5.3
39663;32933;39663;1;8.7
23631;23631;30600;0;2.1
11169;11169;32563;0;3.6
37121;26634;37121;1;6.3
32674;31364;32674;1;9.6
33102;26751;33102;1;8.4
15573;15573;35158;0;2.1
15073;15073;29056;0;0.2
31153;24722;31153;1;9.2
21180;21180;35816;0;2.6
19198;19198;29468;0;1.4
17268;17268;30558;0;0.2
42520;27271;42520;1;7.2
35392;25110;35392;1;6.5
31220;26130;31220;1;9.2
36076;20575;36076;1;6.6
25807;25807;32669;0;3.4
35222;22004;35222;1;8.2
23516;23516;32659;0;5.2
17429;17429;34993;0;3.4
18733;18733;36232;0;1.5
36358;27349;36358;1;9.7
34457;27296;34457;1;8.5
33408;24743;33408;1;8.9
33815;23856;33815;1;7.9
32696;24312;32696;1;6.4
23004;23004;30711;0;2.5
30662;30662;27762;0;5.3
29268;20869;29268;1;5.9
30985;22698;30985;1;4.5
37585;28640;37585;1;9.7
25630;25630;28000;0;3.9
31994;22065;31994;1;4.8
38382;19152;38382;1;8.9
23218;23218;33659;0;1.6
33014;23973;33014;1;7.5
36932;23673;36932;1;8.3
21562;21562;28913;0;2.2
29741;29741;33094;0;5.8
23096;23096;31742;0;1.3
24662;24662;32424;0;1.5
15313;15313;33074;0;1.3
23434;23434;30730;0;5.1
18801;18801;25726;0;1
23544;23544;29252;0;0.6
20575;20575;32559;0;0
25144;25144;33021;0;2.5
24489;24489;32760;0;4.1
18445;18445;32197;0;2.3
22002;22002;31415;0;2.5
28216;28216;30668;0;4.9
20964;20964;34460;0;3
17184;17184;33560;0;0
31501;27783;31501;1;9.3
31731;21552;31731;1;7.6
39523;26544;39523;1;9
30541;15107;30541;1;7.7
33369;26796;33369;1;3.3
21352;21352;31472;0;1.3
19784;19784;30713;0;3
24090;24090;31422;0;4.8
23403;23403;29452;0;2.9
23300;23300;25487;0;4
24628;24628;30192;0;0.2
16758;16758;31095;0;1.1
28587;23794;28587;1;4.5
14354;14354;23641;0;4.6
21119;21119;27249;0;4.7
30461;34617;30461;1;9.5
21230;21230;27057;0;4.8
20781;20781;24181;0;1
18155;18155;27523;0;4.4
37487;27794;37487;1;7.7
34157;22173;34157;1;4.1
33427;24157;33427;1;6.9
36281;23996;36281;1;6.3
21475;21475;31372;0;0.2
39814;26930;39814;1;7.8
15120;15120;32903;0;0.8
32731;26817;32731;1;9.9
28463;33525;28463;1;8.2
33009;25802;33009;1;9.1
16450;16450;27334;0;2.3
12580;12580;40175;0;2.4
11998;11998;35506;0;1.1
33082;25890;33082;1;7.6
43908;26534;43908;1;9.5
20659;20659;34751;0;2
25273;25273;37955;0;3.5
27698;34283;27698;1;7.8
24612;24612;34349;0;6
26182;26182;30293;0;1.4
33894;19295;33894;1;4.2
12918;12918;30673;0;0.4
38425;18242;38425;1;8.5
41021;22608;41021;1;4.3
26038;26038;32171;0;6
12608;12608;32117;0;4.2
20307;20307;37025;0;5.4
28667;28667;35179;0;1.2
38207;25192;38207;1;8
32404;24608;32404;1;6.3
33255;20528;33255;1;8.1
27650;14249;27650;1;7.6
26347;21574;26347;1;6.3
24086;24086;32450;0;3.7
35259;30279;35259;1;8.6
28273;28273;34859;0;5.8
37706;23540;37706;1;7.3
19321;19321;24490;0;2.6
33930;28558;33930;1;6.9
31812;31099;31812;1;9.6
24356;24356;30229;0;3.2
16573;16573;30199;0;0.7
32504;24258;32504;1;8.2
23837;23837;32140;0;4
16477;16477;31712;0;3.4
20207;20207;27918;0;1.7
18311;18311;20912;0;2
22686;22686;28110;0;4
21949;21949;29841;0;5.2
20594;20594;33388;0;2.3
26970;26970;29248;0;5.1
36925;18075;36925;1;6.9
23185;23185;32383;0;1.9
19355;19355;25465;0;2.2
20143;20143;26998;0;2.6
26779;26779;30726;0;2.2
17353;17353;34559;0;2.9
23752;23752;23107;0;0.7
14910;14910;29353;0;1.5
38859;25031;38859;1;7
19824;19824;30773;0;4.6
20541;20541;37194;0;0.7
25178;25178;25182;0;0.8
37747;34197;37747;1;9.7
23575;23575;27701;0;0.8
28109;18607;28109;1;5.9
15214;15214;32445;0;0.7
38090;22742;38090;1;5.9
35069;25162;35069;1;5.1
18966;18966;35415;0;3.8
38275;22125;38275;1;5.4
31686;27091;31686;1;10
27211;26778;27211;1;4.5
36107;18400;36107;1;6.3
22673;22673;34090;0;3.4
36195;18953;36195;1;6.2
38764;26352;38764;1;9.9
19714;19714;31268;0;0.2
19831;19831;26674;0;1.6
17685;17685;25268;0;0.7
41860;27151;41860;1;8.2
17943;17943;28673;0;2.7
25402;25402;32591;0;4.6
34517;22605;34517;1;5.6
21598;21598;30819;0;3.8
24011;24011;25784;0;1.7
22295;22295;36134;0;0.8
23525;23525;28473;0;2.1
20359;20359;26397;0;4.4
21361;21361;32696;0;0.6
34784;26192;34784;1;7.4
35659;30049;35659;1;6.3
17525;17525;26549;0;0.8
26695;26695;30337;0;3.3
18943;18943;23822;0;1.9
21216;21216;31893;0;0.8
23082;23082;29691;0;5.5
26926;26926;27301;0;3
32608;26993;32608;1;8.2
15703;15703;29572;0;4.4
21603;21603;26465;0;2.5
17273;17273;33641;0;1.7
38962;24655;38962;1;4.5
17958;17958;32320;0;0.5
21042;21042;33852;0;5.5
38649;24857;38649;1;9.2
21540;21540;23356;0;4.2
34794;32806;34794;1;4.8
37018;23605;37018;1;8.1
22080;22080;26855;0;4.1
35377;27989;35377;1;9.4
31935;22176;31935;1;4.4
36452;27303;36452;1;5.9
31211;16251;31211;1;6.3
30355;26623;30355;1;6.6
36650;25901;36650;1;8.6
27378;27378;24657;0;4
40175;21955;40175;1;8.5
35683;28037;35683;1;8.1
31117;23584;31117;1;3.6
37626;22515;37626;1;7.1
30821;27254;30821;1;8.6
27858;22055;27858;1;5.7
35246;26844;35246;1;4.1
37358;25829;37358;1;9.3
33639;23452;33639;1;5.7
40076;25923;40076;1;6.5
43039;24746;43039;1;8.3
30623;25437;30623;1;3.5
44187;33384;44187;1;8.6
23445;23445;24590;0;3.2
19992;19992;31850;0;0.7
34426;20246;34426;1;4.4
22571;22571;31353;0;2.6
35635;16534;35635;1;4.3
37659;32954;37659;1;9.2
32905;14648;32905;1;5.7
18193;18193;23206;0;3.5
34386;31959;34386;1;8
21219;21219;29740;0;4.7
40657;20618;40657;1;6.5
18394;18394;27274;0;4.7
39693;29220;39693;1;7.7
28020;28020;35510;0;4.6
20467;20467;31633;0;3.9
26785;27597;26785;1;6.3
29236;29236;30980;0;4.8
17807;17807;29568;0;0.9
26352;24458;26352;1;8
35799;26831;35799;1;7.8
23323;23323;31286;0;1.1
22330;22330;29655;0;2.2
38187;29231;38187;1;8.5
27306;27306;29110;0;2.8
30193;31885;30193;1;9.9
23120;23120;28465;0;2.9
16326;16326;27119;0;3.4
37020;25729;37020;1;7.8
32589;20439;32589;1;8.4
33852;23088;33852;1;5.3
32303;27470;32303;1;8.3
41151;27767;41151;1;5.5
26264;20536;26264;1;5.4
25789;19502;25789;1;7.3
18188;18188;29100;0;2.6
32997;20888;32997;1;6.5
14524;14524;28248;0;0.9
19271;19271;38517;0;3
34666;24037;34666;1;6.7
26090;16632;26090;1;6.1
21091;21091;30318;0;5
34078;22434;34078;1;5
20733;20733;32500;0;1.5
24550;24550;33634;0;5.8
22351;22351;32973;0;0.5
19087;19087;33245;0;0.8
18742;18742;26435;0;1.9
32358;25216;32358;1;5.1
38997;26284;38997;1;8.1
31161;23987;31161;1;5.4
22275;22275;28748;0;1.6
38804;30298;38804;1;5.9
23342;23342;34295;0;4.5
21255;21255;29133;0;3.8
32375;18485;32375;1;7.2
37620;20682;37620;1;8
19610;19610;26288;0;0.1
43036;27156;43036;1;9.3
36899;29496;36899;1;6.1
17583;17583;27985;0;2.6
27886;28419;27886;1;5.2
8953;8953;30944;0;0.9
21330;21330;32492;0;0.3
30512;24310;30512;1;7.9
22545;22545;33717;0;2.1
21562;21562;33675;0;3.1
20528;20528;30029;0;3.1
35385;30874;35385;1;6
21236;21236;32211;0;2.5
25538;25538;25174;0;5.5
20104;20104;30389;0;2.9
32341;21416;32341;1;4.5
25327;25327;26770;0;4.6
34143;20544;34143;1;6.8
39400;33865;39400;1;8
16542;16542;32976;0;0.8
26288;26288;30292;0;4.5
30011;25359;30011;1;7
26311;26311;25558;0;2.8
11109;11109;26732;0;1.9
35438;21767;35438;1;7.5
17617;17617;26966;0;1.1
37808;24863;37808;1;8.4
36990;13464;36990;1;7.4
18258;18258;28264;0;4.4
16057;16057;34151;0;3.7
33354;20842;33354;1;8.1
27926;28666;27926;1;4.2
33210;25411;33210;1;4.9
26566;26566;29748;0;5.5
25494;25494;28390;0;4
28426;23539;28426;1;9.4
20769;20769;26291;0;1.8
31360;21605;31360;1;7.9
18689;18689;29913;0;1.3
24170;24170;33938;0;1.3
31943;23885;31943;1;7.8
23772;23772;28958;0;4.2
31957;20195;31957;1;7.2
24924;24924;30306;0;1.5
15933;15933;27439;0;0.9
19478;19478;25325;0;2.1
23665;23665;33975;0;0.2
36746;31860;36746;1;6
33168;23122;33168;1;7.2
28131;22176;28131;1;5.4
25885;25885;35104;0;0.8
26789;26789;27393;0;1
37864;28391;37864;1;9.5
26111;26111;31560;0;3.9
30575;19339;30575;1;9.7
35658;18964;35658;1;7.2
34029;29588;34029;1;9.1
38013;29944;38013;1;8.3
16573;16573;18757;0;1
26374;26374;25294;0;1
19794;19794;25121;0;0.8
26880;26880;27449;0;4.2
25802;25802;32362;0;4.9
28533;23641;28533;1;5.8
25026;25026;27248;0;5.6
33332;19030;33332;1;6.3
27291;27291;23861;0;4.5
34710;25338;34710;1;8.8
27389;27389;30927;0;4.7
20002;20002;27695;0;0.5
15097;15097;29137;0;2.8
32116;21375;32116;1;8.8
34736;22043;34736;1;9.5
22685;22685;30295;0;1
20370;20370;30671;0;2.8
34356;19226;34356;1;9.8
35756;19507;35756;1;6.2
19566;19566;33005;0;0.4
27782;25083;27782;1;3.5
24610;24610;29533;0;5.1
13617;13617;26834;0;2.1
28662;29155;28662;1;3.7
23724;23724;36536;0;2.6
27229;28985;27229;1;8.9
13057;13057;30881;0;0.3
23764;23764;30351;0;3.9
29837;28517;29837;1;4.6
18531;18531;34779;0;2.5
23125;17834;23125;1;5.5
37902;29829;37902;1;6.5
36993;21584;36993;1;6.6
41186;23372;41186;1;8.8
33141;23829;33141;1;9.1
24605;24605;29623;0;3.5
17540;17540;30832;0;0.5
16667;16667;25861;0;1.7
23356;23356;23835;0;2.9
19427;19427;34129;0;2.8
16490;16490;27164;0;0.5
35556;26167;35556;1;6.5
29263;21953;29263;1;6.1
34797;22583;34797;1;6.5
33701;21552;33701;1;9.9
23415;23415;25227;0;3.4
41994;28656;41994;1;8.1
25182;25182;25484;0;5.6
20699;20699;25308;0;3.6
32521;18853;32521;1;5.1
34987;26648;34987;1;9
29073;33432;29073;1;9.1
25363;15309;25363;1;4.4
34205;31126;34205;1;9.6
32366;17826;32366;1;6.2
19729;19729;26755;0;4.3
32950;19628;32950;1;4.7
30679;25298;30679;1;5.5
26488;26488;33530;0;5.7
14287;14287;32967;0;5.4
36900;24467;36900;1;7.8
25619;25619;30256;0;2.8
21461;21461;29245;0;1
23584;23584;36081;0;2.6
39461;26349;39461;1;9.8
18430;18430;34547;0;2.1
24081;24081;34090;0;3.6
38261;26475;38261;1;6.8
30213;27015;30213;1;6.6
20243;20243;32575;0;0.1
40583;29843;40583;1;9.8
34663;28128;34663;1;8.5
25461;25461;25351;0;4.7
32502;24075;32502;1;4.9
24218;24218;29647;0;2.7
28345;29168;28345;1;6.9
33304;25786;33304;1;9.8
24101;14536;24101;1;4.3
19170;19170;27705;0;1.6
40610;26145;40610;1;9.3
28311;17608;28311;1;5.5
22594;22594;27227;0;0.2
24462;24462;25670;0;3.2
25876;18216;25876;1;7.8
25013;25013;26751;0;4.8
26287;26287;22242;0;2.8
24237;24237;27030;0;4.2
19758;19758;32781;0;1.5
16942;16942;34396;0;1.5
37020;24629;37020;1;5.2
20292;20292;28502;0;0.7
33387;31926;33387;1;8.7
41448;27030;41448;1;7.8
12498;12498;22090;0;0
35013;26874;35013;1;7.6
32761;21872;32761;1;5.1
17345;17345;31827;0;1.5
37661;19080;37661;1;6.5
22535;22535;32739;0;0.7
41944;27799;41944;1;9.6
27921;27921;28760;0;4.9
14201;14201;35375;0;1.1
39290;27513;39290;1;8.3
21817;21817;24251;0;0.5
14445;14445;27045;0;2.6
38051;26407;38051;1;5.9
8880;8880;32885;0;2.6
35219;26407;35219;1;7
23934;23934;28043;0;1.5
32920;23597;32920;1;6.7
35508;24341;35508;1;7.8
23127;23127;17571;0;0.2
24759;27827;24759;1;8.9
36840;26770;36840;1;6.3
41027;25099;41027;1;8.9
20746;20746;30228;0;0.1
23272;23272;32697;0;2.4
19059;19059;23518;0;2.1
26532;26532;29891;0;3
22928;22928;29320;0;4.1
35724;23916;35724;1;5.4
24700;27803;24700;1;8.6
37485;22986;37485;1;8.5
19372;19372;25191;0;0.1
31975;24519;31975;1;7
29913;23531;29913;1;5.5
29231;29231;28051;0;3
14857;14857;33699;0;0.9
35067;27591;35067;1;7.4
24320;24320;28271;0;5
31335;17763;31335;1;6.3
37973;19260;37973;1;8.3
35324;25359;35324;1;7
32021;21180;32021;1;8.6
23187;23187;28244;0;0.7
36917;26356;36917;1;6.2
30622;28875;30622;1;4.8
19380;19380;31390;0;0.4
25517;22367;25517;1;5.7
35807;25050;35807;1;8.3
19273;19273;30015;0;1.7
36168;27452;36168;1;8.3
24061;24061;25935;0;6.8
14515;14515;25420;0;5.3
40804;21963;40804;1;8.2
33863;27348;33863;1;9.5
18705;18705;30762;0;2.1
20644;20644;28019;0;0.4
32654;23327;32654;1;5.8
21694;21694;31645;0;1.1
23906;23906;36037;0;1.3
33172;24953;33172;1;7.2
30821;30532;30821;1;6.3
42310;23815;42310;1;9.3
18314;18314;30421;0;4.7
22269;22269;31423;0;3.1
44782;20794;44782;1;8.2
20170;20170;28985;0;5.5
20888;20888;22692;0;2.3
27606;27606;25958;0;1.1
35020;30282;35020;1;8
26492;26073;26492;1;8.5
19429;19429;30796;0;3.4
20191;20191;25982;0;1.3
25710;25710;23318;0;4.9
31822;21031;31822;1;8.6
34017;23264;34017;1;6.4
21455;21455;36226;0;3.2
36534;21301;36534;1;9.1
12605;12605;32341;0;1.8
19479;19479;36690;0;3.5
39475;24795;39475;1;6.6
34306;34385;34306;1;7.6
26014;26014;31276;0;2.7
14540;14540;26930;0;0.7
20871;20871;29216;0;3.6
19643;19643;29472;0;1.6
13063;13063;32540;0;0.5
31567;25906;31567;1;4.9
20866;20866;36288;0;3.4
38623;24950;38623;1;6.6
23648;23648;39201;0;0.4
33530;27760;33530;1;6.6
39524;20619;39524;1;9.4
24776;24776;28657;0;1.4
36253;22731;36253;1;8.8
17686;17686;32924;0;3.7
20618;20618;31952;0;5.8
32348;32348;32883;0;5.9
